subject1,subject4,subject5,subject6,subject7
-1.0826416,-0.537027,1.3926513,1.4171264,-0.6891979
-0.08655415,-0.4809021,0.4190155,1.29517,-0.4755045
-0.44128188,-2.5542235,-1.448645,1.6387695,1.4578063
0.533371,0.7195679,0.68643796,0.87162554,-0.78174055
0.83609927,0.47558826,0.4990631,1.8640869,0.09325676
-0.1180254,0.9681732,-0.32948798,1.162851,-0.5852951
0.6136986,-0.99006957,0.24471207,-0.4336377,-0.6514343
-0.8046471,0.22438201,-0.18902282,1.3795288,-0.08099766
0.2827217,-0.47865754,0.28885365,1.50802,-0.7774292
1.556311,-0.3571431,0.7326172,1.0626984,-1.0264591
-0.70727694,-0.50487787,-0.03692789,1.6404297,0.11505184
0.30597323,0.15779853,-0.2610485,0.50910914,0.8396759
-0.7592888,-0.20506224,-0.86842155,0.05846138,-0.93122864
-0.3120083,0.16071777,1.4464111,0.38347778,0.30378723
-0.4067627,-1.5175171,0.47665864,0.84216464,-1.7721802
0.23447475,-0.17184925,1.2816772,1.2198731,-0.24515533
-0.20453033,0.55723035,0.095755,-0.14106293,-1.3817444
-0.49246216,-0.38280028,-0.07888947,1.0569198,0.17257328
1.5428956,-1.6216362,0.47055894,1.0429112,0.14275017
0.21898822,0.8721274,0.32103425,0.5727043,-1.6929932
-0.28537083,-0.48175812,1.8342774,-0.24700317,-0.094734766
0.5871414,0.014157295,-0.14069271,1.0271728,-0.42254162
-0.5462273,0.83061826,0.1141489,0.90693057,0.100566104
0.15859184,-0.012413025,-0.59325254,0.23980999,-0.3603253
0.2801544,1.7302002,1.0910095,1.1705201,-1.1450317
-1.5434449,0.49736366,-0.37327594,1.9871337,-0.99938357
0.008473205,0.0522316,-1.8877137,1.390454,-0.19219247
0.7101868,-2.8641846,-0.83970946,0.5674461,-0.36388397
1.318457,0.19249114,0.13335828,1.0843933,-0.1361701
0.28847772,-0.09988022,0.16064782,0.81404364,-3.0114746
-2.7036865,-0.99477994,-0.23224792,0.6683105,0.07881699
0.26506346,0.22517052,1.144275,1.2786865,-0.2658085
0.60498273,1.0927124,2.1110108,1.523523,0.846768
0.8076538,-1.9005493,-0.8585571,1.5828797,0.19351025
-0.895578,-0.9564562,-0.08020314,0.3491927,-1.323816
-0.6659424,-0.10695038,0.16322128,1.5244141,0.34039307
-0.49669343,-0.2976759,2.0530639,0.6622925,-0.24055032
-0.45595533,-1.3459228,-0.9435364,1.4225953,0.56177825
-0.20097522,-0.74599844,-0.89550704,1.0715821,0.9097229
0.73032415,-0.027888488,0.8072464,1.0180848,0.55479586
0.92287445,-0.54067457,0.9716774,-0.021625137,0.16604829
-0.33687982,-0.37854308,0.40695,1.2292435,-1.9872315
0.8011414,-0.158325,0.089705646,1.6850586,3.0644531
-0.6136414,0.20044632,0.1173645,0.8556641,0.35277843
-0.5964986,-0.7945652,1.0946071,1.051058,-0.66662294
0.9388977,-0.18839855,-0.28990746,-0.4811325,-1.5234985
-0.361026,0.51687735,-0.7874756,1.5391357,-0.9056457
-1.0006958,-0.2719468,0.48129272,0.48555908,-0.7429352
0.6150047,0.14153099,-0.3812298,1.2409801,0.4584549
-0.33183613,0.70249635,-0.6042873,1.5339111,-0.36864012
-1.645874,-1.0257019,0.5185547,0.4931651,-1.5854309
0.062230658,-1.1681225,0.6796936,-0.47265548,-4.8336425
1.1716003,-0.51451874,1.0710205,0.6012894,0.5738327
-0.2580185,0.4931755,-0.44214422,1.3546623,0.03534756
-0.058628462,0.046238422,1.4039307,-0.12774277,0.36532897
-0.5892559,0.05615232,0.6020279,0.63572913,0.72786105
0.2929592,-0.1398819,1.770044,1.1172867,-0.4722244
-1.4415405,-0.5092672,0.15220423,1.0681295,1.5978394
1.0795944,-0.9083374,0.6993561,0.7334595,-0.40557402
-1.4802368,0.09410896,0.25915375,1.2275574,0.22906342
0.1502388,-1.4954132,-0.38302803,0.67351615,-0.27669698
-0.1095417,0.40444946,1.3507344,0.08991232,-2.193994
0.66836244,0.41544646,-0.524382,0.7505187,0.09304875
0.8621429,0.3307785,-0.84331053,1.2505004,-0.2513887
1.1947143,-0.2631796,-0.49903566,0.71649015,-0.06349945
-0.067510225,-2.4021974,-0.026969338,0.82158506,-0.3919898
-0.15412445,0.25695667,1.95979,-1.6425476,0.35466614
-1.1158787,1.073468,0.92671764,1.1998017,0.32215348
-0.8438269,1.7559326,-0.9277466,1.2114624,0.70148313
0.34076327,-0.014846993,0.19960937,1.5253906,-0.23469658
0.14223805,-0.220335,2.833252,-0.12415209,0.110305786
0.013396835,0.34132615,0.20935325,1.3044678,-1.034668
-0.10263596,-0.08928299,0.27204475,0.52460176,0.19248123
1.6479981,0.3391323,0.048744727,-0.2333786,1.2685791
-0.23188093,1.1123536,0.48039016,1.7582397,-0.4763318
1.0981156,-0.2621376,0.11874733,0.47124642,-0.74361575
0.6713947,0.12670669,0.4515833,1.5103979,-0.43618584
0.036684513,0.48605958,0.45241317,0.71609277,0.5054005
-0.50546265,0.08372078,-0.25028306,1.1720642,0.06391525
-0.1333168,0.16036859,-0.32175177,0.8840483,-0.7788521
-0.5242691,0.31019783,-1.2353516,0.9183649,0.99825037
-0.17525367,-0.232753,1.1907593,1.7609375,1.0378573
0.63072205,-0.09775486,-0.107876584,0.44823456,-0.26667252
0.95532227,-0.28961906,-0.16230306,1.3353393,-0.963385
-1.5949097,0.68404543,0.8836788,0.43912506,-0.4276212
-0.21404305,-0.26915187,0.42085952,1.7641602,-0.32112733
1.1090149,-0.5440582,0.14952698,-0.6116274,-0.33464983
0.012305116,-0.55676115,-0.5720886,1.1445739,0.67804563
0.34037024,-0.805957,-1.001992,0.7851807,-2.5268555
-1.611853,-0.4972294,-1.4441223,-0.43966484,-0.04110832
-0.67977905,0.6201885,0.7884094,1.0175171,-1.2925476
0.49753037,0.3652609,0.6642771,0.8624954,-0.31685996
0.39363384,0.32047033,1.1833007,0.44170982,0.84640676
0.13363285,0.056292914,0.6583115,-0.46588582,-0.2588025
0.84943235,-1.2590332,-0.80106276,0.35409775,-0.30951995
0.47854334,-0.6054481,-2.146356,0.6766113,-0.89881593
-0.5361603,-0.39908808,-0.5850433,0.09265594,-1.5775696
0.17723218,0.07037854,-0.5657013,1.1879272,-1.0813293
-0.18333359,-0.9364746,-0.312195,1.0468506,-0.5916378
0.34006357,0.32282448,1.0602417,0.9188385,0.41138783
0.23462062,0.52939844,1.8833984,0.2410202,-0.30159912
0.38054103,0.31041184,-0.44255906,1.207798,-0.31333223
0.20645133,-0.25920182,1.9815185,1.4555786,-0.07558785
-0.56258696,-1.3093078,0.8788506,0.5118545,-0.43250084
0.36007842,0.40125275,1.2859863,0.7156359,0.5318877
-0.73548734,-0.7544466,-0.44095764,0.07664108,0.9286102
-0.10086926,1.0791016,0.0424469,1.0856041,1.3695214
-1.2490402,-0.46474153,-0.71261674,0.4339119,-1.290158
0.18449669,-0.3870701,0.07667027,1.7990478,-0.76616514
-0.86248815,-0.018247867,0.86612546,0.22718048,0.5219879
-0.42876244,-1.4660339,-1.3176117,1.6785523,0.06437378
-0.49783936,-0.24825516,-0.5826889,1.0097084,-0.9888977
-0.18232879,-0.42755812,-0.4266674,0.009198761,-0.11515622
-0.35748443,-1.847168,0.18536834,0.35024643,-0.5217042
-0.8587713,-0.5853699,-0.22921982,0.7093628,-2.5556152
-1.467688,0.5210358,-0.5939209,0.24550553,0.032058716
0.8122864,0.27688178,0.44066468,-0.7715141,-0.79643553
-0.061347198,0.7503227,1.5289978,1.1051025,-0.43981782
1.3941529,-0.5292835,-1.3792251,0.6184357,0.1406372
-0.20004769,0.55819094,-0.13136216,1.0487305,-0.31467143
-0.79236716,-0.34757215,-1.2195991,0.60128134,0.320319
-0.77895355,-1.8702164,0.6443054,1.4463928,-1.8950927
0.10149727,0.48735476,-0.121129796,0.75555533,-0.61886215
0.74015963,0.29810944,-1.3838745,0.34076053,-0.5715259
-0.11809883,0.6826253,-1.4134033,1.7592735,0.3333826
1.367102,1.1228759,0.51658267,1.682196,1.3494934
-0.46634007,-1.443393,3.8283691,0.550331,0.13130125
0.9515503,-1.7798828,0.5774628,2.321753,-1.5927246
0.6588623,-0.11281662,1.5328125,0.30299932,1.6395508
-0.26984176,0.23261967,0.28129578,0.18728009,-0.7318533
-0.0037654876,0.020042801,0.16352883,2.5189407,-0.08783074
1.4577881,1.9408448,-0.93199766,1.0211823,0.9291832
-0.6929779,0.43245372,-0.84996337,0.27088434,-0.21130523
0.71760714,1.0933872,0.29851532,0.5060622,0.69012296
-0.40140477,-0.4889702,-1.4646118,0.13934556,-0.44492188
-1.4949707,0.86417025,-0.29584923,-1.8364624,1.7445068
-0.26433888,-0.26385936,0.15802231,2.062732,-1.3631347
1.663908,0.0657465,-0.03321228,0.8453156,-1.8398072
-1.2868866,0.64229745,2.2408447,1.5904052,-2.3969483
0.8402039,0.309556,-0.13561678,0.54663694,-0.75236356
-0.7221985,-1.1867859,1.3115234,0.61027604,0.85868835
-2.3500733,-0.8535274,0.27535552,-0.031072998,0.52001685
-0.2560688,1.1601684,-0.9025284,0.060445406,-0.18597718
1.0021057,0.83001137,0.5886551,1.2450151,-0.283432
0.9983579,-1.8997864,-0.3154045,1.0942707,-0.016295623
-0.6347534,0.11849518,0.16149712,2.1392944,0.43690777
0.43640748,-0.9623291,0.149228,-0.19116059,0.20997529
0.49681768,-0.24250183,-0.45662156,-0.23520383,-0.92860985
-0.118960574,0.9615234,2.0515625,2.0268555,-1.2050323
1.1686646,0.22134343,-1.0842285,0.03194847,0.5337868
1.2377564,-0.67732775,-0.7402935,0.9998047,-1.8990113
-1.0396035,-1.4075654,-0.013326263,0.75293946,0.13040295
-1.1916015,-0.16985397,-0.088544846,2.1222901,-0.8862518
0.0640749,-0.04141569,2.0214844,0.54341733,-0.7734558
-0.36345655,1.2070023,-0.50317556,0.8224247,-0.30031386
0.50125426,-0.04139366,0.87783813,0.88193053,1.1008972
0.4568138,0.09499645,1.1189941,2.4180908,-1.6144898
-0.15749101,-0.3733101,0.38005447,0.5401646,0.55816305
-2.1400146,-3.1015136,1.0306518,0.9744781,0.017468309
-0.12603474,0.15590668,0.40380555,-1.0254532,-1.1360946
0.47070694,0.6392849,0.8303131,0.39038467,-1.6586548
0.9743225,1.648436,0.73519135,0.18356629,-0.7420603
-0.32623234,0.83302766,0.7446457,1.3865967,0.31428367
-1.1351502,1.0592773,-0.106806375,1.1989892,0.8550354
-0.2534232,-0.17451215,0.6645554,0.5081727,-0.034895517
1.1808593,-0.92183113,-0.10684462,0.92366946,-1.6008422
-0.94251096,0.43428382,-0.27456665,1.0405881,-0.16598777
1.148764,1.3738006,0.59848785,1.5688813,-0.37360525
-0.21937104,-0.22227637,0.2901762,0.22209664,0.45789948
0.03328533,-1.0424073,0.2761692,1.6332886,1.0136048
-0.7999939,-0.7227936,-0.2651561,1.2887634,-1.1295516
0.31157914,0.114230156,1.9089844,1.6475716,-0.19445877
0.11822052,0.22434425,-0.894046,1.0602503,1.1092346
-1.8937378,-1.1539627,-1.1761109,-0.018370818,0.69279784
-0.5119217,0.46031585,0.28580475,-0.29209405,-1.1757202
1.1241577,-0.99296725,0.32268792,1.0697067,1.0619957
0.63640136,-0.5264435,1.8099121,0.7350971,-0.05309677
-1.9285157,0.021147942,-1.1377442,1.2133789,0.5312088
0.412508,-0.85400164,1.4368378,-0.7362747,0.7010042
-0.92322385,1.3070923,0.44494027,2.1483643,-0.24737033
0.39134446,-0.40886497,-0.4961609,-0.1509817,-0.59629095
-1.4371094,-0.44702435,0.7991058,1.8089844,0.9196823
-1.4871582,-0.7655395,0.2952736,-0.042158484,-0.9864624
0.5572998,-0.65401614,-0.036055755,1.1583517,-0.6925537
2.5487792,0.4475401,-0.07121487,-0.7767215,-1.4362848
-0.4582405,-1.1231323,-0.814682,0.73651016,-0.5068039
-1.7145996,0.70894086,-0.052101184,0.6451756,0.4149521
1.0403931,0.11121559,-1.5559765,1.5013506,-0.45834756
-0.7930069,-0.26838723,0.7219292,1.1178162,0.8244171
-0.24160843,-0.6393204,-0.0618248,2.2900748,0.25372678
1.9396728,-0.41895685,0.50207824,0.29506722,0.9976562
-0.02175789,-1.0380661,-0.8385681,0.5349808,-0.22174764
0.2878151,0.23075156,0.6915471,1.7592773,0.3464695
1.6251099,-0.27193183,-0.13340607,0.68526375,-0.2583248
-0.50729907,0.39123496,-0.17544612,0.295961,0.2519881
-0.8425827,0.38578302,-1.636377,-0.19629173,-1.1247985
-0.17554474,-0.28092068,0.050675105,2.4763427,-0.55581284
-0.15455094,-1.8975341,-0.61170197,0.6112541,-1.0820984
-0.10879173,-0.39367324,-0.7490694,0.9095535,-1.0412362
-0.9394287,-0.39357048,0.06462936,0.46412182,0.43852156
2.019214,-0.7977648,0.79951555,1.7062256,0.14701653
0.7809738,-0.40276057,-0.99243164,2.4946532,-0.41914368
0.85758734,-0.05143547,0.27445373,2.3411376,-0.68237
-0.7566086,0.4232544,1.3737915,1.2252686,-0.72898483
0.71096593,-0.40832406,-1.333142,0.67379797,0.11432686
0.6159302,-0.18022117,-0.26349247,1.6743408,0.3454494
-0.008887482,0.2750469,0.12828083,1.3498038,-0.05729103
0.464904,0.5114136,-0.12889186,1.0739743,1.1192901
-0.072665595,0.6560532,1.2653443,0.44275266,-1.0573524
2.0644531,0.29078215,0.7267822,-1.4659913,0.25982553
1.5563599,-0.43261376,-0.9700378,0.74481505,-0.3396082
-0.10330572,0.119381145,1.2492489,-1.0217743,-0.17915955
-0.87017745,-1.2059021,-1.080835,-0.008577729,-0.22733288
-0.21837159,0.1345911,0.48889655,1.4030339,0.90739745
-0.04062109,-1.2728882,1.4198513,1.1013969,0.08344831
0.51944125,0.12513772,1.1817749,0.51728976,1.0382202
1.5340881,-1.1793091,0.6705902,0.8648235,0.57125247
-0.22338179,0.5789856,0.64177823,0.4995245,-0.48003158
0.7010498,0.23196602,0.13114697,0.4748562,0.71206874
-0.6833626,-0.45758075,5.0429688,0.05750809,-0.09565163
0.5613457,1.1141937,0.09244537,-0.038250733,-0.96641845
-0.12292163,-1.7131348,-0.84486085,0.16263886,0.0715127
-0.04294815,0.74281615,0.19084616,1.0757325,-0.4147663
-0.14135158,-0.025590515,0.009169245,0.84630126,0.94723284
-0.5890198,-0.3991662,1.3650017,0.8105957,0.17803743
0.24062738,0.15097503,-0.55998486,-0.9439499,-0.41020203
0.26653785,-0.4057436,-0.7592651,1.7997315,-0.23111343
-0.43138734,-0.9142332,0.5070602,0.15265599,0.07820363
0.71993715,1.3955078,0.11948776,-0.33530426,0.7212604
0.040242482,-1.1181946,-1.0976746,-0.03457289,-0.1932312
-0.2526782,-0.44580716,1.8714844,0.62225837,-1.5348755
-0.65789795,-0.038214494,-0.38201523,-0.64723605,1.1705567
0.4915554,-1.7380829,0.48973542,-0.7229813,0.14934006
-0.98254395,0.66281736,-0.39974442,0.48956984,-0.12693855
-0.61759645,1.5972779,0.8063965,0.17881927,-0.61022073
0.48486328,-0.44959992,0.2843868,0.9734163,1.1943687
0.8156174,-0.56822145,-0.50704956,-0.12126474,-0.8631226
-1.5198975,0.32098848,0.20317478,1.3705566,-1.5263977
0.5375395,0.08903084,0.10485802,0.40884477,-0.39096588
-0.4835182,-1.9967285,0.28765067,1.3648255,-0.7164871
1.1569703,-1.4128662,-0.7527199,-0.05480957,-1.808728
-0.45997772,-0.004888153,-0.58751094,0.150601,-0.04244232
-0.2004528,0.38451844,-0.14735237,-0.054085363,-1.3731079
-0.17408028,0.07294979,0.34332886,-0.7716934,-0.6522568
0.38765335,-0.4597145,-1.201648,0.39018923,-0.6704048
0.3965496,1.3384521,0.8947815,0.72218096,0.49645537
0.79722387,0.9561523,0.6713669,1.1887238,0.30968744
1.0628357,-0.49165574,0.09735136,1.6293213,1.2833115
-0.62129974,-0.6240784,1.8630127,0.29193878,-0.25762177
-0.11170654,0.6964714,-0.111163616,-0.40323678,-1.5766968
-0.15401688,-0.05955372,-0.20070763,0.24204788,-1.2854248
-0.47933045,-0.37366638,0.9447296,0.856847,-0.88018644
-0.3605528,0.5984436,-0.6177521,0.67881167,0.829731
-0.018487548,-1.5988586,-0.08936852,0.63109666,0.56503904
-0.45475635,0.10495186,0.12761192,0.14147758,0.77699643
-0.9044897,-0.04710312,0.09760976,0.22771263,0.5328854
