subject1,subject4,subject5,subject6,subject7
1.7247314,-0.63997954,1.1897278,0.46027794,0.22032852
-0.16813965,0.6391754,-0.23640165,0.15567017,-1.3377883
-0.26412597,0.12988892,0.28270644,0.23151913,-1.9016845
-0.462323,0.5245907,0.5096161,0.7013279,-0.017851258
-1.3221314,1.1113526,1.0121338,2.0030274,1.0740284
0.24594268,-0.89091796,-0.68349,0.5582245,1.408252
-1.2369629,-0.63549197,-0.4583847,1.0227798,0.15335055
0.15225506,-0.5697563,1.3406128,0.022251893,0.99057615
0.7539848,1.3035675,0.06939498,-0.21728821,0.3109913
1.5387757,0.0015482425,1.580603,-0.69614947,-0.021178436
0.51460683,-1.2327973,1.1016724,0.42954636,0.5032501
-1.4116211,-1.096521,1.2307739,0.96267927,0.50437754
-1.4668701,-0.45098573,-0.62265205,0.9778137,0.16729507
1.2767944,-0.96543884,-3.0945556,-0.026005173,1.2729553
-1.7042968,-2.9016356,1.4668907,0.51766163,-0.25426635
0.5532379,0.7403259,0.7702583,0.41940013,-0.28425446
0.6567606,0.6346741,0.34084892,1.8266602,-0.49959832
-0.45705566,0.101588055,0.50420886,1.2946945,-0.8500536
-0.85871965,1.7935302,0.8677422,1.0836365,-0.99823
-0.7264404,0.66567963,-0.22816744,0.81289893,-0.6146606
0.8789307,0.2869069,0.6835245,0.30994207,0.008242035
0.0826906,-0.43797454,-0.10176697,2.3103027,-0.91900635
0.44312763,-1.1497529,-0.6503662,0.17011662,0.82764643
0.5403221,0.08960457,0.6699268,1.5406983,0.16316423
0.7838501,-0.72636414,0.7248322,0.29960212,-0.4092369
-0.55060273,-0.3763978,0.46434098,-0.22356358,-1.1050537
1.3424683,0.43292695,0.45597228,-0.9477173,0.17602177
-0.733609,0.23343658,-0.9487793,0.39046478,0.10422716
-0.48993224,0.19516373,-2.0454469,0.72652054,0.3889676
2.0560303,-2.2135499,-0.045241952,0.96058655,0.100971505
1.5360839,0.395471,1.895581,1.1923958,-0.88543093
0.5115975,0.10795593,0.93953246,1.6096191,-1.9318359
-0.45041752,-1.3164065,0.8233368,0.98112184,0.008467627
-0.231456,0.4424246,0.77907926,0.96740115,0.6098948
1.4055665,-2.9180665,-0.22171974,0.21366271,-1.0214722
-0.11613693,-2.3678222,0.16136055,-0.0039970637,1.5793213
-0.30017242,-1.0377563,0.4564045,1.0864685,0.32501602
-0.5284907,-0.55075145,1.0499146,0.048540115,-1.1150208
0.6682981,-0.17777404,-0.58963317,0.8651123,0.10257721
-0.36138114,0.86137694,0.7710644,-0.6686271,-1.4204686
0.4317035,1.8424561,3.0219238,0.6379413,-0.7508507
0.49682158,1.8069336,0.478566,0.5609211,-1.5312989
-0.6764358,-0.12212765,-0.33701426,2.2693238,-0.45520705
1.3605957,0.8221558,0.35267943,-0.33880728,-0.40333635
-0.8259827,1.4546143,0.6061104,0.91878396,-0.16306266
-1.2361816,-1.1657959,0.8260605,-0.21648178,-0.0053062914
0.9758789,1.0670655,0.6946945,1.4703827,-1.8753418
1.0162216,0.27234954,0.8197082,0.14076118,0.45288354
1.0132046,-0.109875485,-0.028030682,0.77012634,-1.1655105
0.42467347,-0.45640564,0.27692643,1.6330566,0.16618577
0.55704767,-1.9551026,-1.2123779,-0.3714691,-1.3097245
-0.7714264,-0.40517578,0.7690979,0.4997627,-1.0204284
-0.48283386,-1.4625428,0.68475646,0.39045793,-0.20350304
0.92499083,-0.7121426,0.57967895,0.4549694,-0.18902473
-0.118085764,-0.7705902,-2.4399657,-0.15152435,-0.51149714
1.1395142,-1.7562988,-0.9499483,0.3965382,0.82874453
0.7441772,-1.5658935,-0.7316437,-0.44184837,-0.9456085
-0.15696566,-1.4118286,-0.18157348,0.14408112,0.84205323
0.42930335,-0.6370846,0.25056687,-0.8786751,-0.5425644
-0.043278694,-0.587735,3.0416749,-0.509021,-0.27324924
0.19303808,-1.6959473,0.9966873,2.1380248,0.9457344
-1.0285875,-0.95858157,0.34633666,0.6758601,-0.37848434
1.2235718,-0.7034378,-0.7961731,1.3285644,0.84096754
-0.35541764,-0.2352787,0.29605484,0.2920639,-0.5180359
0.6357628,0.43249112,0.5332817,1.0090271,-1.0929534
-0.7232292,-1.6500847,1.7823365,2.4312744,-0.62382203
-0.31959954,0.33557528,1.3385254,1.1333206,-1.283485
0.8141739,1.3881134,1.8308471,0.7496765,0.50572205
-1.7716553,-0.7809967,1.272937,0.988385,-1.0804688
0.45452404,1.4220123,-0.7829819,0.08539657,0.17564544
1.0104309,0.025013734,-0.14701863,1.4300537,-0.144395
-0.059724808,0.10682984,0.9414673,0.36021462,-0.17779502
1.3598999,0.5544152,-1.0736023,0.71721804,0.056544494
1.784082,0.8223831,-0.2437584,1.4657959,0.42883453
-1.561792,-1.6579224,1.5962524,0.7177731,-0.56395495
0.4846756,-0.36506003,0.13037185,1.2071044,-1.3186309
-0.107859135,0.88842773,0.97476804,0.1489521,-0.66227263
0.13757381,-0.50070286,0.76377946,0.38388976,0.9591675
0.7874405,-0.13184205,-0.17093948,1.2775695,-0.10600929
-0.8601036,-0.7615784,0.10854578,0.60792845,2.544043
-0.37253588,0.53328055,0.017115783,1.5587463,-1.1327881
1.4132446,-0.8033775,0.6139771,1.312465,-0.43381196
-2.2661622,1.1430115,0.740699,1.0282929,-0.9468201
0.6753197,1.1261612,0.51481324,1.825,0.055149842
-0.2867221,-0.18807831,-1.0216186,0.73459053,-0.6348545
0.42938042,-0.35658416,-0.9166504,1.0548706,-0.4943695
-1.1475098,-2.7974854,-0.36423033,1.3804779,-0.26947284
-0.519489,1.2287964,-0.46118793,1.575586,-0.9068593
-0.47693577,-1.4189942,0.5582306,0.013630676,1.735913
1.0097767,-1.12911,-1.4000394,-0.41475406,1.7223877
-0.48932725,-0.24440312,-0.24780826,0.50666887,-0.6519165
0.26970214,-0.1338295,-0.07263432,0.9403976,0.017098237
-1.2728367,-0.3585477,0.5981615,1.5887085,0.46068725
0.5004082,-0.11412354,-0.14342764,-0.4025301,-0.7959605
0.126116,-0.14016685,0.42123643,0.70811766,0.0008301258
-0.59292907,-1.8849853,0.8858124,1.1950165,-0.51402223
-0.37867126,0.64094734,-0.46259767,1.0582571,-0.27838627
-0.9019295,-1.0143372,0.09711075,0.9576044,-0.59225196
1.1665634,0.353125,-0.012417602,0.41031972,0.5636522
0.18216094,-2.2156005,-0.24424562,0.14200172,0.36947402
-0.26926127,0.22297326,0.69269514,0.5292042,-0.95362246
0.25319824,-1.5818421,-0.19364366,0.21411872,0.53066367
0.9684723,-1.186486,0.8347012,2.0049195,-0.6984102
0.5022125,0.23694687,-0.4354314,2.3177063,0.120878026
0.6931024,-0.03616663,-0.8950844,1.1638244,-0.17880821
0.5406395,-0.55890197,1.0991943,-0.36273348,0.23483407
0.20523663,-0.56994516,0.33827728,0.60171473,-0.9328583
-0.6487709,-0.85532457,-0.63514405,1.5312866,-0.0076223374
-1.3421875,-0.8818153,-1.303952,1.1776367,-0.47947273
-0.9592041,0.5032355,-0.044171143,0.52042234,0.6200539
-0.24317475,0.13121423,-1.1093658,0.7517727,-1.0682418
-0.48484764,-1.314148,-2.5700927,-0.124507904,0.27495605
-0.20992728,0.98359376,0.5662674,0.9674946,-0.0638686
0.7104004,-0.19820133,-0.25860327,0.9800598,-0.19062653
1.0275147,-0.08573475,1.3443359,0.008548737,-0.009567452
0.52598,0.7957649,-0.39149514,0.2890152,-0.49079514
-0.43821526,0.77216184,-0.4298584,0.19885454,-0.009971619
0.015803432,-0.93542176,0.84191895,1.258899,0.114482686
-0.9855896,0.9673172,-0.23406486,1.3014648,-1.0863922
-0.7463608,-0.4803543,-0.5138052,0.56309354,-2.1295166
0.29948235,-0.40613633,-0.92802125,1.4618042,-0.17697687
-0.9684265,0.68921506,-0.6809189,1.244043,1.0260742
-0.33770227,-0.30086213,-0.3614708,0.756601,0.49723357
-0.5157448,0.62664187,0.6081406,1.1477295,-0.71584016
0.5623945,-0.063744485,1.0402282,1.3342651,-0.6702795
0.6668755,0.5236518,1.4994628,0.79516757,-0.5136894
0.12853813,-0.24581909,-0.15340777,0.33372575,0.36124498
-1.4380982,-0.34971008,0.536296,1.0542637,-2.454799
0.8990906,0.8668701,-0.14670458,0.989576,0.8607184
-0.18518516,0.45217627,-0.8221008,0.72594297,0.717099
-1.5914795,0.6135498,-1.0501587,1.1302369,1.5656372
0.49435234,-1.5368774,0.073287204,-0.79291075,-1.6084839
1.3486694,0.7853333,0.3975961,1.0063841,0.5832985
0.32894933,-1.283551,0.7749777,0.3717087,1.2884156
-0.00030435325,-1.8583171,-0.88896483,0.516061,-1.8734131
-0.33243448,-0.51559275,0.7765724,0.22280169,-0.544072
1.6787598,-0.75428164,0.022736406,1.2745606,-0.89269257
-0.0714592,1.5920044,-0.22833833,1.0236328,0.92322314
0.31787568,0.034221746,-1.1314102,0.16893768,-0.26594466
0.44028777,-0.21339265,0.25876254,1.1400696,-1.5844238
0.35527325,-0.26311988,-0.21487908,1.4211457,-1.0221176
0.26828918,0.47347862,0.40659028,1.061023,-0.99176633
0.018499946,0.78190774,-1.6066284,-0.19334145,1.8824463
1.6971924,0.21602325,0.9037449,1.1780182,-0.028100872
-0.36716232,-0.4891571,0.66042787,0.44750825,0.2532074
0.604332,-0.91045153,0.06896248,1.6399658,-1.3474487
-0.065211296,-0.47448045,0.41221467,0.899292,-0.4361786
0.6829834,-0.4101614,0.49780712,1.6053956,0.8225891
1.1134033,-0.27899283,0.67967683,0.6262299,-0.35608214
-0.93857116,0.15301938,0.22652511,0.25156823,-0.44301382
1.1225891,-0.5390177,0.51338196,0.759879,0.04949646
-0.20498295,-1.2040161,-0.06180687,0.12653275,-0.46426392
-0.15323181,0.025336076,-0.1704875,1.4989302,-0.3429865
0.3647522,-1.0683594,1.004956,0.2064476,-1.5153847
-0.26821765,-0.54065096,-0.9674927,1.7121093,0.41998655
0.5491684,0.0948122,0.0034263611,0.5871277,-0.91015625
0.54747313,-0.004195309,-0.8209839,0.7040772,-0.022901917
-0.8453604,0.6700317,1.5283935,0.75018674,0.40497208
0.45704,-1.3994964,-0.44289047,1.4153198,-0.106903456
1.2622559,0.10074635,2.1824708,0.52204305,0.33696517
-0.85090333,-0.3038513,0.31814462,1.055014,-0.2698242
1.7844604,-0.0611433,-0.4890728,0.7280033,-0.47853547
0.6694641,-0.22856312,-0.5492157,-1.8945587,-1.2007385
2.6026855,-0.33766955,-1.1420578,0.6815956,-1.330896
-0.79818267,-0.235104,-1.1234252,1.0261109,0.49162942
-0.69954824,-0.33490294,0.46233064,-0.052209854,-0.14598008
0.10873413,-0.2765236,-0.0043598176,0.9369049,-0.8666626
-1.7390137,-0.59496766,0.05716295,1.5754669,-0.504488
1.2061737,0.1515213,0.29265976,1.5091034,-0.086682126
-0.22337775,0.1472104,-0.26281053,0.9419403,-0.22976646
-0.7626358,0.003280449,-0.51162416,0.21991715,0.8721863
1.0594177,0.5018646,-0.22570634,-0.52298033,-0.15700646
-0.13939556,0.8871552,0.14544678,1.1822144,-0.52135926
0.77834433,-0.924967,0.32562104,1.2791672,0.18952712
0.15535393,-0.024065781,-1.1845703,1.327893,-4.2641115
-0.7536133,-0.43065634,-0.6295288,0.15556546,1.1124634
0.9794434,-0.42028314,0.39707106,1.7014892,0.03806305
0.11960888,-0.2573162,6.2835937,1.4593017,-0.059014894
-0.35243264,-1.9916137,0.4418518,2.0772338,-0.5012587
0.12319736,-0.42863885,-1.5420654,0.57550085,-0.098005295
1.2079589,0.2844925,0.0114048,1.6381652,-0.32018432
-0.9846802,-0.26228356,0.52061474,0.98807985,-0.18760696
0.0073436736,-0.07530819,-0.66245115,1.0916687,-0.132399
0.7749306,-0.56860656,-0.6416748,1.7750976,-0.5603722
0.40763474,-1.0775688,3.1818848,1.2494265,-1.1625077
0.9602417,-0.9764725,-1.8417237,0.94903564,-0.052182782
-0.34909096,-0.15499191,0.2688084,-0.13146591,-0.7075394
3.460205,0.13863811,0.16327743,1.3815186,-1.0585816
-1.2019775,0.47626305,0.11357784,1.430371,0.38956833
0.80164033,-0.1665996,0.47747612,1.0717285,-0.9262203
-0.36940593,-0.9994507,0.5317713,0.9727852,-2.9879394
1.6876587,0.1300705,-0.22440048,1.0646607,0.6810821
-0.65928346,0.017725825,-0.2593541,0.7574533,0.4294327
0.090460874,0.4599556,-0.20420532,0.79004765,-0.3084404
